estacao_id,nome_da_estacao,sistema,subsistema,operador,linha,fase,etapa,status,servico_expresso,latitude,longitude,origem_aba,cidade,distrito,latlon
estacao_agregada_1662,Estação agregada 1662,Sistema Regional,Subsistema Suburbano,Subsistema Suburbano,Linha 26 - Amentista,,,em projeto,,-23.48290929040501,-46.66245847878649,dados,São Paulo,kml_62,"-23.482909,-46.662458"
estacao_agregada_1663,Estação agregada 1663,Sistema Regional,Subsistema Suburbano,Subsistema Suburbano,Linha 26 - Amentista,,,em projeto,,-23.48214636068807,-46.66567213402897,dados,São Paulo,kml_67,"-23.482146,-46.665672"
estacao_agregada_1664,Estação agregada 1664,Sistema Regional,Subsistema Suburbano,Subsistema Suburbano,Linha 26 - Amentista,,,em projeto,,-23.48174903456986,-46.66882335777682,dados,São Paulo,kml_67,"-23.481749,-46.668823"
estacao_agregada_1665,Estação agregada 1665,Sistema Regional,Subsistema Suburbano,Subsistema Suburbano,Linha 26 - Amentista,,,em projeto,,-23.47902640005745,-46.67602869814883,dados,São Paulo,kml_61,"-23.479026,-46.676029"
estacao_agregada_1666,Estação agregada 1666,Sistema Regional,Subsistema Suburbano,Subsistema Suburbano,Linha 26 - Amentista,,,em projeto,,-23.47921686304124,-46.6792206467813,dados,São Paulo,kml_61,"-23.479217,-46.679221"
estacao_agregada_1667,Estação agregada 1667,Sistema Regional,Subsistema Suburbano,Subsistema Suburbano,Linha 26 - Amentista,,,em projeto,,-23.48046580993072,-46.68190188680376,dados,São Paulo,kml_61,"-23.480466,-46.681902"
estacao_agregada_1668,Estação agregada 1668,Sistema Regional,Subsistema Suburbano,Subsistema Suburbano,Linha 26 - Amentista,,,em projeto,,-23.47851957226908,-46.68918785489901,dados,São Paulo,kml_61,"-23.478520,-46.689188"
estacao_agregada_1669,Estação agregada 1669,Sistema Regional,Subsistema Suburbano,Subsistema Suburbano,Linha 26 - Amentista,,,em projeto,,-23.47565237817889,-46.69228415862698,dados,São Paulo,kml_64,"-23.475652,-46.692284"
estacao_agregada_1670,Estação agregada 1670,Sistema Regional,Subsistema Suburbano,Subsistema Suburbano,Linha 26 - Amentista,,,em projeto,,-23.47548663025619,-46.70246399157169,dados,São Paulo,kml_61,"-23.475487,-46.702464"
estacao_agregada_1671,Estação agregada 1671,Sistema Regional,Subsistema Suburbano,Subsistema Suburbano,Linha 26 - Amentista,,,em projeto,,-23.47673173672677,-46.7051116224321,dados,São Paulo,kml_61,"-23.476732,-46.705112"
estacao_agregada_1672,Estação agregada 1672,Sistema Regional,Subsistema Suburbano,Subsistema Suburbano,Linha 26 - Amentista,,,em projeto,,-23.47840631276277,-46.70808255876116,dados,São Paulo,kml_35,"-23.478406,-46.708083"
estacao_agregada_1673,Estação agregada 1673,Sistema Regional,Subsistema Suburbano,Subsistema Suburbano,Linha 26 - Amentista,,,em projeto,,-23.48192074526466,-46.71755209960363,dados,São Paulo,kml_35,"-23.481921,-46.717552"
estacao_agregada_1674,Estação agregada 1674,Sistema Regional,Subsistema Suburbano,Subsistema Suburbano,Linha 26 - Amentista,,,em projeto,,-23.48231107676935,-46.72066019596945,dados,São Paulo,kml_35,"-23.482311,-46.720660"
estacao_agregada_1675,Estação agregada 1675,Sistema Regional,Subsistema Suburbano,Subsistema Suburbano,Linha 26 - Amentista,,,em projeto,,-23.50359222311899,-46.7361360277582,dados,São Paulo,kml_58,"-23.503592,-46.736136"
estacao_agregada_1676,Estação agregada 1676,Sistema Regional,Subsistema Suburbano,Subsistema Suburbano,Linha 26 - Amentista,,,em projeto,,-23.50610461361973,-46.73727328075941,dados,São Paulo,kml_58,"-23.506105,-46.737273"
estacao_agregada_1677,Estação agregada 1677,Sistema Regional,Subsistema Suburbano,Subsistema Suburbano,Linha 26 - Amentista,,,em projeto,,-23.51521788053116,-46.73805147014141,dados,São Paulo,kml_21,"-23.515218,-46.738051"
estacao_agregada_1678,Estação agregada 1678,Sistema Regional,Subsistema Suburbano,Subsistema Suburbano,Linha 26 - Amentista,,,em projeto,,-23.52122731422773,-46.74839664096578,dados,São Paulo,,"-23.521227,-46.748397"
estacao_agregada_1679,Estação agregada 1679,Sistema Regional,Subsistema Suburbano,Subsistema Suburbano,Linha 26 - Amentista,,,em projeto,,-23.5235063949023,-46.75010881627797,dados,São Paulo,,"-23.523506,-46.750109"
estacao_agregada_1680,Estação agregada 1680,Sistema Regional,Subsistema Suburbano,Subsistema Suburbano,Linha 26 - Amentista,,,em projeto,,-23.52436136914855,-46.75320079074466,dados,São Paulo,,"-23.524361,-46.753201"
estacao_agregada_1681,Estação agregada 1681,Sistema Regional,Subsistema Suburbano,Subsistema Suburbano,Linha 26 - Amentista,,,em projeto,,-23.52622212046007,-46.7564810709306,dados,São Paulo,kml_46,"-23.526222,-46.756481"
estacao_agregada_1682,Estação agregada 1682,Sistema Regional,Subsistema Suburbano,Subsistema Suburbano,Linha 26 - Amentista,,,em projeto,,-23.53728845756875,-46.76676443291399,dados,São Paulo,,"-23.537288,-46.766764"
estacao_agregada_1683,Estação agregada 1683,Sistema Regional,Subsistema Suburbano,Subsistema Suburbano,Linha 26 - Amentista,,,em projeto,,-23.54202214336354,-46.76917758240276,dados,São Paulo,,"-23.542022,-46.769178"
estacao_agregada_1684,Estação agregada 1684,Sistema Regional,Subsistema Suburbano,Subsistema Suburbano,Linha 26 - Amentista,,,em projeto,,-23.54695123582643,-46.77295135402088,dados,São Paulo,,"-23.546951,-46.772951"
estacao_agregada_1685,Estação agregada 1685,Sistema Regional,Subsistema Suburbano,Subsistema Suburbano,Linha 26 - Amentista,,,em projeto,,-23.54826684925562,-46.77590390749387,dados,São Paulo,,"-23.548267,-46.775904"
estacao_agregada_1686,Estação agregada 1686,Sistema Regional,Subsistema Suburbano,Subsistema Suburbano,Linha 26 - Amentista,,,em projeto,,-23.55143553778304,-46.77716407375933,dados,São Paulo,,"-23.551436,-46.777164"
estacao_agregada_1687,Estação agregada 1687,Sistema Regional,Subsistema Suburbano,Subsistema Suburbano,Linha 26 - Amentista,,,em projeto,,-23.55409933392372,-46.78006894454276,dados,São Paulo,,"-23.554099,-46.780069"
estacao_agregada_2185,Estação agregada 2185,Sistemas Complementar,,,,,,em projeto,,-23.49196511310337,-46.5464097705806,dados,São Paulo,,"-23.491965,-46.546410"
estacao_agregada_2186,Estação agregada 2186,Sistemas Complementar,,,,,,em projeto,,-23.50134628736672,-46.55117996800081,dados,São Paulo,,"-23.501346,-46.551180"
estacao_agregada_2187,Estação agregada 2187,Sistemas Complementar,,,,,,em projeto,,-23.50400492602364,-46.55206797768196,dados,São Paulo,,"-23.504005,-46.552068"
estacao_agregada_2188,Estação agregada 2188,Sistemas Complementar,,,,,,em projeto,,-23.51361626543943,-46.55061778272156,dados,São Paulo,kml_34,"-23.513616,-46.550618"
estacao_agregada_2189,Estação agregada 2189,Sistemas Complementar,,,,,,em projeto,,-23.52914153390025,-46.54586622488436,dados,São Paulo,kml_34,"-23.529142,-46.545866"
estacao_agregada_2190,Estação agregada 2190,Sistemas Complementar,,,,,,em projeto,,-23.61266102739611,-46.46766079561299,dados,São Paulo,kml_54,"-23.612661,-46.467661"
estacao_agregada_2191,Estação agregada 2191,Sistemas Complementar,,,,,,em projeto,,-23.61084493176146,-46.46494650367677,dados,São Paulo,kml_54,"-23.610845,-46.464947"
estacao_agregada_2192,Estação agregada 2192,Sistemas Complementar,,,,,,em projeto,,-23.60860959916461,-46.46666862425396,dados,São Paulo,kml_54,"-23.608610,-46.466669"
estacao_agregada_2193,Estação agregada 2193,Sistemas Complementar,,,,,,em projeto,,-23.60644198060266,-46.46879350392917,dados,São Paulo,kml_54,"-23.606442,-46.468794"
estacao_agregada_2194,Estação agregada 2194,Sistemas Complementar,,,,,,em projeto,,-23.60194675299472,-46.46758092742594,dados,São Paulo,kml_54,"-23.601947,-46.467581"
estacao_agregada_2195,Estação agregada 2195,Sistemas Complementar,,,,,,em projeto,,-23.59179344352562,-46.44410544875389,dados,São Paulo,kml_22,"-23.591793,-46.444105"
estacao_agregada_2196,Estação agregada 2196,Sistemas Complementar,,,,,,em projeto,,-23.58924873791801,-46.44270169704446,dados,São Paulo,kml_22,"-23.589249,-46.442702"
estacao_agregada_2197,Estação agregada 2197,Sistemas Complementar,,,,,,em projeto,,-23.58643625357694,-46.44311527816322,dados,São Paulo,kml_22,"-23.586436,-46.443115"
estacao_agregada_2198,Estação agregada 2198,Sistemas Complementar,,,,,,em projeto,,-23.58378839680492,-46.44228392456232,dados,São Paulo,kml_22,"-23.583788,-46.442284"
estacao_agregada_2199,Estação agregada 2199,Sistemas Complementar,,,,,,em projeto,,-23.57942222029882,-46.44282235850419,dados,São Paulo,kml_22,"-23.579422,-46.442822"
estacao_agregada_2200,Estação agregada 2200,Sistemas Complementar,,,,,,em projeto,,-23.57658627963527,-46.4440361132972,dados,São Paulo,kml_22,"-23.576586,-46.444036"
estacao_agregada_2201,Estação agregada 2201,Sistemas Complementar,,,,,,em projeto,,-23.57293783353798,-46.44593441370642,dados,São Paulo,kml_22,"-23.572938,-46.445934"
estacao_agregada_2202,Estação agregada 2202,Sistemas Complementar,,,,,,em projeto,,-23.57039393683758,-46.44699152121211,dados,São Paulo,kml_22,"-23.570394,-46.446992"
estacao_agregada_2203,Estação agregada 2203,Sistemas Complementar,,,,,,em projeto,,-23.56719206804238,-46.44672028167133,dados,São Paulo,kml_22,"-23.567192,-46.446720"
estacao_agregada_2204,Estação agregada 2204,Sistemas Complementar,,,,,,em projeto,,-23.56420944152712,-46.44625818068182,dados,São Paulo,kml_22,"-23.564209,-46.446258"
estacao_agregada_2205,Estação agregada 2205,Sistemas Complementar,,,,,,em projeto,,-23.55567200228909,-46.44550947010929,dados,São Paulo,kml_18,"-23.555672,-46.445509"
estacao_agregada_2206,Estação agregada 2206,Sistemas Complementar,,,,,,em projeto,,-23.55299864941153,-46.44602316286035,dados,São Paulo,kml_18,"-23.552999,-46.446023"
estacao_agregada_2207,Estação agregada 2207,Sistemas Complementar,,,,,,em projeto,,-23.54825726450823,-46.44631277362218,dados,São Paulo,kml_18,"-23.548257,-46.446313"
estacao_agregada_2208,Estação agregada 2208,Sistemas Complementar,,,,,,em projeto,,-23.54545766008095,-46.44696289262662,dados,São Paulo,kml_18,"-23.545458,-46.446963"
estacao_agregada_2209,Estação agregada 2209,Sistemas Complementar,,,,,,em projeto,,-23.53797071868097,-46.45069774912022,dados,São Paulo,kml_18,"-23.537971,-46.450698"
estacao_agregada_2210,Estação agregada 2210,Sistemas Complementar,,,,,,em projeto,,-23.5344681215225,-46.45369662568471,dados,São Paulo,kml_18,"-23.534468,-46.453697"
estacao_agregada_2211,Estação agregada 2211,Sistemas Complementar,,,,,,em projeto,,-23.53180187083873,-46.45588723454575,dados,São Paulo,kml_18,"-23.531802,-46.455887"
estacao_agregada_2212,Estação agregada 2212,Sistemas Complementar,,,,,,em projeto,,-23.52925417997264,-46.45693730816565,dados,São Paulo,kml_18,"-23.529254,-46.456937"
estacao_agregada_2213,Estação agregada 2213,Sistemas Complementar,,,,,,em projeto,,-23.52638476584825,-46.45769922183829,dados,São Paulo,kml_18,"-23.526385,-46.457699"
estacao_agregada_2214,Estação agregada 2214,Sistemas Complementar,,,,,,em projeto,,-23.52308953084662,-46.4563768716726,dados,São Paulo,kml_18,"-23.523090,-46.456377"
estacao_agregada_2215,Estação agregada 2215,Sistemas Complementar,,,,,,em projeto,,-23.49570541956243,-46.45509484544684,dados,São Paulo,kml_13,"-23.495705,-46.455095"
estacao_agregada_2216,Estação agregada 2216,Sistemas Complementar,,,,,,em projeto,,-23.48934499441031,-46.45336355436033,dados,São Paulo,kml_13,"-23.489345,-46.453364"
estacao_agregada_2217,Estação agregada 2217,Sistemas Complementar,,,,,,em projeto,,-23.48633933600467,-46.45292063432272,dados,São Paulo,kml_13,"-23.486339,-46.452921"
estacao_agregada_2218,Estação agregada 2218,Sistemas Complementar,,,,,,em projeto,,-23.48170815420993,-46.45312813854932,dados,São Paulo,,"-23.481708,-46.453128"
estacao_agregada_2219,Estação agregada 2219,Sistemas Complementar,,,,,,em projeto,,-23.47893610677363,-46.45293009949165,dados,São Paulo,,"-23.478936,-46.452930"
estacao_agregada_2220,Estação agregada 2220,Sistemas Complementar,,,,,,em projeto,,-23.47489013452212,-46.44884289976833,dados,São Paulo,,"-23.474890,-46.448843"
estacao_agregada_2221,Estação agregada 2221,Sistemas Complementar,,,,,,em projeto,,-23.4715226693053,-46.44780691526921,dados,São Paulo,,"-23.471523,-46.447807"
estacao_agregada_2222,Estação agregada 2222,Sistemas Complementar,,,,,,em projeto,,-23.46519565376309,-46.44660058289324,dados,São Paulo,,"-23.465196,-46.446601"
estacao_agregada_2223,Estação agregada 2223,Sistemas Complementar,,,,,,em projeto,,-23.46161289115328,-46.44508413514313,dados,São Paulo,,"-23.461613,-46.445084"
estacao_agregada_2224,Estação agregada 2224,Sistemas Complementar,,,,,,em projeto,,-23.45464332087744,-46.44284150281071,dados,São Paulo,,"-23.454643,-46.442842"
estacao_agregada_2225,Estação agregada 2225,Sistemas Complementar,,,,,,em projeto,,-23.44938523729013,-46.44242270493663,dados,São Paulo,,"-23.449385,-46.442423"
estacao_agregada_2226,Estação agregada 2226,Sistemas Complementar,,,,,,em projeto,,-23.44323863894985,-46.44234686735474,dados,São Paulo,,"-23.443239,-46.442347"
estacao_agregada_2227,Estação agregada 2227,Sistemas Complementar,,,,,,em projeto,,-23.43893015136195,-46.44356314804504,dados,São Paulo,,"-23.438930,-46.443563"
estacao_agregada_2228,Estação agregada 2228,Sistemas Complementar,,,,,,em projeto,,-23.43623142937218,-46.44490054294779,dados,São Paulo,,"-23.436231,-46.444901"
estacao_agregada_2229,Estação agregada 2229,Sistemas Complementar,,,,,,em projeto,,-23.43445428481277,-46.45174963909329,dados,São Paulo,,"-23.434454,-46.451750"
estacao_agregada_2230,Estação agregada 2230,Sistemas Complementar,,,,,,em projeto,,-23.43526023963635,-46.45537071158905,dados,São Paulo,,"-23.435260,-46.455371"
estacao_agregada_2231,Estação agregada 2231,Sistemas Complementar,,,,,,em projeto,,-23.437257638492,-46.45794553269793,dados,São Paulo,,"-23.437258,-46.457946"
estacao_agregada_2232,Estação agregada 2232,Sistemas Complementar,,,,,,em projeto,,-23.43600197396094,-46.46234165157082,dados,São Paulo,,"-23.436002,-46.462342"
estacao_agregada_2233,Estação agregada 2233,Sistemas Complementar,,,,,,em projeto,,-23.43663392164791,-46.46645258055696,dados,São Paulo,,"-23.436634,-46.466453"
estacao_agregada_2234,Estação agregada 2234,Sistemas Complementar,,,,,,em projeto,,-23.4516683560058,-46.4827222768658,dados,São Paulo,,"-23.451668,-46.482722"
tucuruvi,Tucuruvi,Sistema Metropolitano,Subsistema primário,Subsistema primário,Linha 01 - Azul,,,existente,Não,-23.4805017,-46.6037032,dados,São Paulo,kml_96,"-23.480502,-46.603703"
parada_inglesa,Parada Inglesa,Sistema Metropolitano,Subsistema primário,Subsistema primário,Linha 01 - Azul,,,existente,Não,-23.4869482,-46.6088383,dados,São Paulo,kml_96,"-23.486948,-46.608838"
jardim_sao_paulo,Jardim São Paulo,Sistema Metropolitano,Subsistema primário,Subsistema primário,Linha 01 - Azul,,,existente,Não,-23.4922912,-46.6166489,dados,São Paulo,kml_51,"-23.492291,-46.616649"
santana,Santana,Sistema Metropolitano,Subsistema primário,Subsistema primário,Linha 01 - Azul,,,existente,Não,-23.5025633,-46.6247491,dados,São Paulo,kml_51,"-23.502563,-46.624749"
carandiru,Carandiru,Sistema Metropolitano,Subsistema primário,Subsistema primário,Linha 01 - Azul,,,existente,Não,-23.5091428,-46.62495040000001,dados,São Paulo,kml_51,"-23.509143,-46.624950"
tiete,Tietê,Sistema Metropolitano,Subsistema primário,Subsistema primário,Linha 01 - Azul,,,existente,Não,-23.5160942,-46.6252053,dados,São Paulo,kml_51,"-23.516094,-46.625205"
armenia,Armênia,Sistema Metropolitano,Subsistema primário,Subsistema primário,Linha 01 - Azul,,,existente,Não,-23.5255115,-46.6293322,dados,São Paulo,kml_72,"-23.525512,-46.629332"
tiradentes,Tiradentes,Sistema Metropolitano,Subsistema primário,Subsistema primário,Linha 01 - Azul,,,existente,Não,-23.53077632312652,-46.63207381860139,dados,São Paulo,kml_72,"-23.530776,-46.632074"
luz,Luz,Sistema Metropolitano,Subsistema primário,Subsistema primário,Linha 01 - Azul,,,existente,Não,-23.5358729,-46.6336053,dados,São Paulo,kml_30,"-23.535873,-46.633605"
sao_bento,São Bento,Sistema Metropolitano,Subsistema primário,Subsistema primário,Linha 01 - Azul,,,existente,Não,-23.5443855,-46.6341151,dados,São Paulo,kml_94,"-23.544386,-46.634115"
se,Sé,Sistema Metropolitano,Subsistema primário,Subsistema primário,Linha 01 - Azul,,,existente,Não,-23.55077717386386,-46.63297796962942,dados,São Paulo,kml_94,"-23.550777,-46.632978"
liberdade,Liberdade,Sistema Metropolitano,Subsistema primário,Subsistema primário,Linha 01 - Azul,,,existente,Não,-23.555306,-46.6356969,dados,São Paulo,kml_94,"-23.555306,-46.635697"
sao_joaquim,São Joaquim,Sistema Metropolitano,Subsistema primário,Subsistema primário,Linha 01 - Azul,,,existente,Não,-23.5618755,-46.638701,dados,São Paulo,kml_5,"-23.561875,-46.638701"
vergueiro,Vergueiro,Sistema Metropolitano,Subsistema primário,Subsistema primário,Linha 01 - Azul,,,existente,Não,-23.5688774,-46.6400313,dados,São Paulo,kml_5,"-23.568877,-46.640031"
paraiso,Paraíso,Sistema Metropolitano,Subsistema primário,Subsistema primário,Linha 01 - Azul,,,existente,Não,-23.57632475066794,-46.64079000603561,dados,São Paulo,kml_75,"-23.576325,-46.640790"
ana_rosa,Ana Rosa,Sistema Metropolitano,Subsistema primário,Subsistema primário,Linha 01 - Azul,,,existente,Não,-23.5815821,-46.6387224,dados,São Paulo,kml_75,"-23.581582,-46.638722"
vila_mariana,Vila Mariana,Sistema Metropolitano,Subsistema primário,Subsistema primário,Linha 01 - Azul,,,existente,Não,-23.5895269,-46.6345167,dados,São Paulo,kml_75,"-23.589527,-46.634517"
santa_cruz,Santa Cruz,Sistema Metropolitano,Subsistema primário,Subsistema primário,Linha 01 - Azul,,,existente,Não,-23.5989655,-46.6367054,dados,São Paulo,kml_75,"-23.598965,-46.636705"
praca_da_arvore,Praça da Árvore,Sistema Metropolitano,Subsistema primário,Subsistema primário,Linha 01 - Azul,,,existente,Não,-23.6104483,-46.6379499,dados,São Paulo,kml_17,"-23.610448,-46.637950"
saude,Saúde,Sistema Metropolitano,Subsistema primário,Subsistema primário,Linha 01 - Azul,,,existente,Não,-23.61858672699015,-46.63922668540103,dados,São Paulo,kml_17,"-23.618587,-46.639227"
sao_judas,São Judas,Sistema Metropolitano,Subsistema primário,Subsistema primário,Linha 01 - Azul,,,existente,Não,-23.6256064,-46.6408253,dados,São Paulo,kml_17,"-23.625606,-46.640825"
conceicao,Conceição,Sistema Metropolitano,Subsistema primário,Subsistema primário,Linha 01 - Azul,,,existente,Não,-23.635193,-46.641279,dados,São Paulo,kml_86,"-23.635193,-46.641279"
jabaquara,Jabaquara,Sistema Metropolitano,Subsistema primário,Subsistema primário,Linha 01 - Azul,,,existente,Não,-23.6462009,-46.6408069,dados,São Paulo,kml_86,"-23.646201,-46.640807"
vila_madalena,Vila Madalena,Sistema Metropolitano,Subsistema primário,Subsistema primário,Linha 02 - Verde,,,existente,Não,-23.5464691,-46.6907818,dados,São Paulo,kml_83,"-23.546469,-46.690782"
sumare,Sumaré,Sistema Metropolitano,Subsistema primário,Subsistema primário,Linha 02 - Verde,,,existente,Não,-23.550718,-46.6778643,dados,São Paulo,kml_83,"-23.550718,-46.677864"
clinicas,Clínicas,Sistema Metropolitano,Subsistema primário,Subsistema primário,Linha 02 - Verde,,,existente,Não,-23.5541012,-46.67082620000001,dados,São Paulo,kml_84,"-23.554101,-46.670826"
consolacao,Consolação,Sistema Metropolitano,Subsistema primário,Subsistema primário,Linha 02 - Verde,,,existente,Não,-23.5577795,-46.6606552,dados,São Paulo,kml_84,"-23.557779,-46.660655"
trianon,Trianon,Sistema Metropolitano,Subsistema primário,Subsistema primário,Linha 02 - Verde,,,existente,Não,-23.5636607,-46.6538163,dados,São Paulo,kml_60,"-23.563661,-46.653816"
brigadeiro,Brigadeiro,Sistema Metropolitano,Subsistema primário,Subsistema primário,Linha 02 - Verde,,,existente,Não,-23.5687154,-46.6476204,dados,São Paulo,kml_60,"-23.568715,-46.647620"
paraiso,Paraíso,Sistema Metropolitano,Subsistema primário,Subsistema primário,Linha 02 - Verde,,,existente,Não,-23.57662280500258,-46.64109898872234,dados,São Paulo,kml_75,"-23.576623,-46.641099"
ana_rosa,Ana Rosa,Sistema Metropolitano,Subsistema primário,Subsistema primário,Linha 02 - Verde,,,existente,Não,-23.5815204,-46.6386491,dados,São Paulo,kml_75,"-23.581520,-46.638649"
chacara_klabin,Chácara Klabin,Sistema Metropolitano,Subsistema primário,Subsistema primário,Linha 02 - Verde,,,existente,Não,-23.59275472930291,-46.63044268370038,dados,São Paulo,kml_75,"-23.592755,-46.630443"
imigrantes,Imigrantes,Sistema Metropolitano,Subsistema primário,Subsistema primário,Linha 02 - Verde,,,existente,Não,-23.595915,-46.62073190000001,dados,São Paulo,kml_12,"-23.595915,-46.620732"
alto_do_ipiranga,Alto do Ipiranga,Sistema Metropolitano,Subsistema primário,Subsistema primário,Linha 02 - Verde,,,existente,Não,-23.60219624603514,-46.61232676241642,dados,São Paulo,kml_41,"-23.602196,-46.612327"
sacoma,Sacomã,Sistema Metropolitano,Subsistema primário,Subsistema primário,Linha 02 - Verde,,,existente,Não,-23.601629008479,-46.60278640504487,dados,São Paulo,kml_41,"-23.601629,-46.602786"
tamanduatei,Tamanduateí,Sistema Metropolitano,Subsistema primário,Subsistema primário,Linha 02 - Verde,,,existente,Não,-23.5930539,-46.5897578,dados,São Paulo,kml_41,"-23.593054,-46.589758"
vila_prudente,Vila Prudente,Sistema Metropolitano,Subsistema primário,Subsistema primário,Linha 02 - Verde,,,existente,Não,-23.5843861,-46.5819319,dados,São Paulo,kml_6,"-23.584386,-46.581932"
barra_funda,Barra Funda,Sistema Metropolitano,Subsistema primário,Subsistema primário,Linha 03 - Vermelha,,,existente,Não,-23.5259443563155,-46.66748857949202,dados,São Paulo,kml_77,"-23.525944,-46.667489"
marechal_deodoro,Marechal Deodoro,Sistema Metropolitano,Subsistema primário,Subsistema primário,Linha 03 - Vermelha,,,existente,Não,-23.5338431,-46.6556389,dados,São Paulo,kml_79,"-23.533843,-46.655639"
santa_cecilia,Santa Cecília,Sistema Metropolitano,Subsistema primário,Subsistema primário,Linha 03 - Vermelha,,,existente,Não,-23.5391546,-46.6492659,dados,São Paulo,kml_79,"-23.539155,-46.649266"
republica,República,Sistema Metropolitano,Subsistema primário,Subsistema primário,Linha 03 - Vermelha,,,existente,Não,-23.544013,-46.6424075,dados,São Paulo,kml_30,"-23.544013,-46.642407"
anhangabau,Anhangabaú,Sistema Metropolitano,Subsistema primário,Subsistema primário,Linha 03 - Vermelha,,,existente,Não,-23.5479924,-46.6385774,dados,São Paulo,kml_30,"-23.547992,-46.638577"
se,Sé,Sistema Metropolitano,Subsistema primário,Subsistema primário,Linha 03 - Vermelha,,,existente,Não,-23.55093163494796,-46.63305523068136,dados,São Paulo,kml_94,"-23.550932,-46.633055"
pedro_ii,Pedro II,Sistema Metropolitano,Subsistema primário,Subsistema primário,Linha 03 - Vermelha,,,existente,Não,-23.5497136,-46.6259228,dados,São Paulo,kml_94,"-23.549714,-46.625923"
bras,Brás,Sistema Metropolitano,Subsistema primário,Subsistema primário,Linha 03 - Vermelha,,,existente,Não,-23.5478645,-46.6159037,dados,São Paulo,kml_88,"-23.547864,-46.615904"
bresser,Bresser,Sistema Metropolitano,Subsistema primário,Subsistema primário,Linha 03 - Vermelha,,,existente,Não,-23.5461532,-46.6071382,dados,São Paulo,kml_88,"-23.546153,-46.607138"
belem,Belém,Sistema Metropolitano,Subsistema primário,Subsistema primário,Linha 03 - Vermelha,,,existente,Não,-23.542691,-46.5896181,dados,São Paulo,kml_49,"-23.542691,-46.589618"
tatuape,Tatuapé,Sistema Metropolitano,Subsistema primário,Subsistema primário,Linha 03 - Vermelha,,,existente,Não,-23.5402714,-46.57661470000001,dados,São Paulo,kml_32,"-23.540271,-46.576615"
carrao,Carrão,Sistema Metropolitano,Subsistema primário,Subsistema primário,Linha 03 - Vermelha,,,existente,Não,-23.53783200000001,-46.56412630000001,dados,São Paulo,kml_32,"-23.537832,-46.564126"
penha,Penha,Sistema Metropolitano,Subsistema primário,Subsistema primário,Linha 03 - Vermelha,,,existente,Não,-23.5334893,-46.5425891,dados,São Paulo,kml_80,"-23.533489,-46.542589"
vila_matilde,Vila Matilde,Sistema Metropolitano,Subsistema primário,Subsistema primário,Linha 03 - Vermelha,,,existente,Não,-23.5318761,-46.5309162,dados,São Paulo,kml_80,"-23.531876,-46.530916"
guilhermina,Guilhermina,Sistema Metropolitano,Subsistema primário,Subsistema primário,Linha 03 - Vermelha,,,existente,Não,-23.5292792,-46.516561,dados,São Paulo,kml_80,"-23.529279,-46.516561"
patriarca,Patriarca,Sistema Metropolitano,Subsistema primário,Subsistema primário,Linha 03 - Vermelha,,,existente,Não,-23.5312072,-46.5014548,dados,São Paulo,kml_80,"-23.531207,-46.501455"
artur_alvim,Artur Alvim,Sistema Metropolitano,Subsistema primário,Subsistema primário,Linha 03 - Vermelha,,,existente,Não,-23.540532,-46.48446030000001,dados,São Paulo,kml_82,"-23.540532,-46.484460"
itaquera,Itaquera,Sistema Metropolitano,Subsistema primário,Subsistema primário,Linha 03 - Vermelha,,,existente,Não,-23.5424641,-46.4711068,dados,São Paulo,kml_18,"-23.542464,-46.471107"
luz,Luz,Sistema Metropolitano,Subsistema secundário,Subsistema secundário,Linha 04 - Amarela,,,existente,Não,-23.53616222210824,-46.63451083466719,dados,São Paulo,kml_30,"-23.536162,-46.634511"
republica,República,Sistema Metropolitano,Subsistema secundário,Subsistema secundário,Linha 04 - Amarela,,,existente,Não,-23.5440324,-46.64232059999999,dados,São Paulo,kml_30,"-23.544032,-46.642321"
higienopolis,Higienópolis,Sistema Metropolitano,Subsistema secundário,Subsistema secundário,Linha 04 - Amarela,,,existente,Não,-23.5489699,-46.65223409999999,dados,São Paulo,kml_84,"-23.548970,-46.652234"
paulista,Paulista,Sistema Metropolitano,Subsistema secundário,Subsistema secundário,Linha 04 - Amarela,,,existente,Não,-23.5554222018934,-46.66242608045744,dados,São Paulo,kml_84,"-23.555422,-46.662426"
oscar_freire,Oscar Freire,Sistema Metropolitano,Subsistema secundário,Subsistema secundário,Linha 04 - Amarela,,,existente,Não,-23.5606924,-46.67226260000001,dados,São Paulo,kml_66,"-23.560692,-46.672263"
fradique_coutinho,Fradique Coutinho,Sistema Metropolitano,Subsistema secundário,Subsistema secundário,Linha 04 - Amarela,,,existente,Não,-23.566239,-46.6842682,dados,São Paulo,kml_37,"-23.566239,-46.684268"
faria_lima,Faria Lima,Sistema Metropolitano,Subsistema secundário,Subsistema secundário,Linha 04 - Amarela,,,existente,Não,-23.5673404,-46.6941387,dados,São Paulo,kml_37,"-23.567340,-46.694139"
pinheiros,Pinheiros,Sistema Metropolitano,Subsistema secundário,Subsistema secundário,Linha 04 - Amarela,,,existente,Não,-23.5672993513194,-46.70177579321672,dados,São Paulo,kml_37,"-23.567299,-46.701776"
butanta,Butantã,Sistema Metropolitano,Subsistema secundário,Subsistema secundário,Linha 04 - Amarela,,,existente,Não,-23.5718629,-46.70802179999999,dados,São Paulo,kml_27,"-23.571863,-46.708022"
