terminal_id,stop_name,stop_desc,latitude,longitude,sistema,subsistema,status,cidade,distrito,latlon
670016645,Terminal Bandeira,Term. Bandeira Ref.: Tba - Plat. 6 - Pmd 16 (6422-10),-23.550201,-46.639471,onibus,municipal,existente,São Paulo,kml_30,"-23.550201,-46.639471"
670016647,Terminal Bandeira,Term. Bandeira Ref.: Tba - Plat. 6 - Pmd 17 (6291-10),-23.550115,-46.639174,onibus,municipal,existente,São Paulo,kml_30,"-23.550115,-46.639174"
670016648,Terminal Bandeira,Ref.: Vdto Doutor Eusebio Stevaux/ R Santo Antonio,-23.54909,-46.639749,onibus,municipal,existente,São Paulo,kml_30,"-23.549090,-46.639749"
670016650,Terminal Bandeira,Term. Bandeira Ref.: Tba - Plat. 1 - Pmd 1 (6913-10),-23.549251,-46.640113,onibus,municipal,existente,São Paulo,kml_30,"-23.549251,-46.640113"
670016656,Terminal Bandeira,Term. Bandeira Ref.: Tba - Plat. 3 - Pmd 5 (6200-10),-23.549373,-46.639451,onibus,municipal,existente,São Paulo,kml_30,"-23.549373,-46.639451"
670016657,Terminal Bandeira,Term. Bandeira Ref.: Tba - Plat. 3 - Pmd 6 (6475-10),-23.549391,-46.63967,onibus,municipal,existente,São Paulo,kml_30,"-23.549391,-46.639670"
670016658,Terminal Bandeira,Term. Bandeira Ref.: Tba - Plat. 3 - Pmd 7 (8605-10),-23.549415,-46.639908,onibus,municipal,existente,São Paulo,kml_30,"-23.549415,-46.639908"
670016660,Terminal Bandeira,Term. Bandeira Ref.: Tba - Plat. 4 - Pmd 8 (6450-10),-23.549483,-46.639391,onibus,municipal,existente,São Paulo,kml_30,"-23.549483,-46.639391"
670016662,Terminal Bandeira,Term. Bandeira Ref.: Tba - Plat. 4 - Pmd 9 (6451-10),-23.549531,-46.639873,onibus,municipal,existente,São Paulo,kml_30,"-23.549531,-46.639873"
670016666,Terminal Bandeira,Term. Bandeira Ref.: Tba - Plat. 5 - Pmd 11 (6500-10),-23.549637,-46.639823,onibus,municipal,existente,São Paulo,kml_30,"-23.549637,-46.639823"
700012955,Terminal Princesa Isabel,Term. Princesa Isabel Ref.: Av Rio Branco/ R Dos Guaianazes,-23.53477,-46.644683,onibus,municipal,existente,São Paulo,kml_79,"-23.534770,-46.644683"
700012958,Terminal Princesa Isabel,Term. Princesa Isabel Ref.: Av Rio Branco/ R Dos Guaianazes,-23.534887,-46.644574,onibus,municipal,existente,São Paulo,kml_79,"-23.534887,-46.644574"
700012959,Terminal Princesa Isabel,Term. Princesa Isabel Ref.: Av Rio Branco/ R Dos Guaianazes,-23.534747,-46.644363,onibus,municipal,existente,São Paulo,kml_79,"-23.534747,-46.644363"
700012960,Terminal Princesa Isabel,Term. Princesa Isabel Ref.: Av Rio Branco/ R Dos Guaianazes,-23.534649,-46.644214,onibus,municipal,existente,São Paulo,kml_79,"-23.534649,-46.644214"
700013986,Terminal Princesa Isabel,Term. Princesa Isabel Ref.: Av Rio Branco/ R Dos Guaianazes,-23.534189,-46.645109,onibus,municipal,existente,São Paulo,kml_79,"-23.534189,-46.645109"
700013989,Terminal Princesa Isabel,Term. Princesa Isabel Ref.: Term. Princesa Isabel - Plat. 1 - Av Rio Branco/ R Dos Guaianazes,-23.533874,-46.644579,onibus,municipal,existente,São Paulo,kml_79,"-23.533874,-46.644579"
700013990,Terminal Princesa Isabel,Ref.: Av Rio Branco/ R Dos Guaianazes,-23.533963,-46.644511,onibus,municipal,existente,São Paulo,kml_79,"-23.533963,-46.644511"
700013991,Terminal Princesa Isabel,Term. Princesa Isabel Ref.: Av Rio Branco/ R Dos Guaianazes,-23.534165,-46.64472,onibus,municipal,existente,São Paulo,kml_79,"-23.534165,-46.644720"
700013992,Terminal Princesa Isabel,Term. Princesa Isabel Ref.: Av Rio Branco/ R Dos Guaianazes,-23.534352,-46.645068,onibus,municipal,existente,São Paulo,kml_79,"-23.534352,-46.645068"
700013994,Terminal Princesa Isabel,Term. Princesa Isabel Ref.: Av Rio Branco/ R Dos Guaianazes,-23.534297,-46.644711,onibus,municipal,existente,São Paulo,kml_79,"-23.534297,-46.644711"
700013996,Terminal Princesa Isabel,Term. Princesa Isabel Ref.: Av Rio Branco/ R Dos Guaianazes,-23.534545,-46.644892,onibus,municipal,existente,São Paulo,kml_79,"-23.534545,-46.644892"
700013997,Terminal Princesa Isabel,Term. Princesa Isabel Ref.: Av Rio Branco/ R Dos Guaianazes,-23.534401,-46.64465,onibus,municipal,existente,São Paulo,kml_79,"-23.534401,-46.644650"
700013998,Terminal Princesa Isabel,Term. Princesa Isabel Ref.: Av Rio Branco/ R Dos Guaianazes,-23.534269,-46.644414,onibus,municipal,existente,São Paulo,kml_79,"-23.534269,-46.644414"
700013999,Terminal Princesa Isabel,Term. Princesa Isabel Ref.: Av Rio Branco/ R Dos Guaianazes,-23.534678,-46.644779,onibus,municipal,existente,São Paulo,kml_79,"-23.534678,-46.644779"
700014000,Terminal Princesa Isabel,Term. Princesa Isabel Ref.: Av Rio Branco/ R Dos Guaianazes,-23.534508,-46.644525,onibus,municipal,existente,São Paulo,kml_79,"-23.534508,-46.644525"
700015443,Terminal Amaral Gurgel,Ref.: Tr Dos Desenhistas/ Ve Presidente Arthur Costa E Silva,-23.539406,-46.647629,onibus,municipal,existente,São Paulo,kml_79,"-23.539406,-46.647629"
700015910,Terminal Amaral Gurgel,Ref.: Tr Dos Desenhistas/ Ve Presidente Arthur Costa E Silva,-23.539056,-46.647844,onibus,municipal,existente,São Paulo,kml_79,"-23.539056,-46.647844"
700015911,Terminal Amaral Gurgel,Ref.: Tr Dos Desenhistas/ Ve Presidente Arthur Costa E Silva,-23.539009,-46.647856,onibus,municipal,existente,São Paulo,kml_79,"-23.539009,-46.647856"
700015913,Terminal Amaral Gurgel,Ref.: Tr Dos Desenhistas/ R Ana Cintra,-23.538901,-46.647906,onibus,municipal,existente,São Paulo,kml_79,"-23.538901,-46.647906"
700015915,Terminal Amaral Gurgel,Ref.: R Das Palmeiras/ Tr Dos Desenhistas,-23.539023,-46.648008,onibus,municipal,existente,São Paulo,kml_79,"-23.539023,-46.648008"
710000609,Terminal Metrô Santana,"R. Ezequiel Freire, 386 Ref.: R Ezequiel Freire/ Av Cruzeiro Do Sul",-23.503026,-46.623616,onibus,municipal,existente,São Paulo,kml_51,"-23.503026,-46.623616"
710000610,"Terminal Santana, 0",Term. Santana Ref.: R Ezequiel Freire/ Av Cruzeiro Do Sul,-23.502899,-46.623679,onibus,municipal,existente,São Paulo,kml_51,"-23.502899,-46.623679"
710000612,"Terminal Santana, 0",Term. Santana Ref.: R Ezequiel Freire/ Av Cruzeiro Do Sul,-23.502722,-46.623677,onibus,municipal,existente,São Paulo,kml_51,"-23.502722,-46.623677"
710000615,"Terminal Santana, 0",Term. Santana Ref.: R Ezequiel Freire/ Av Cruzeiro Do Sul,-23.502461,-46.623665,onibus,municipal,existente,São Paulo,kml_51,"-23.502461,-46.623665"
710000617,"Terminal Santana, 0",Term. Santana Ref.: R Ezequiel Freire/ Av Cruzeiro Do Sul - Term. Santana,-23.502093,-46.623644,onibus,municipal,existente,São Paulo,kml_51,"-23.502093,-46.623644"
710000618,Terminal Santana,Term. Santana Ref.: R Ezequiel Freire/ Av Cruzeiro Do Sul - Term. Metrô Santana,-23.502253,-46.623651,onibus,municipal,existente,São Paulo,kml_51,"-23.502253,-46.623651"
710000619,"Terminal Santana, 0",Term. Santana Ref.: R Ezequiel Freire/ Av Cruzeiro Do Sul,-23.502082,-46.623801,onibus,municipal,existente,São Paulo,kml_51,"-23.502082,-46.623801"
710000620,Terminal Santana,Term. Santana Ref.: R Ezequiel Freire/ Av Cruzeiro Do Sul,-23.502245,-46.623808,onibus,municipal,existente,São Paulo,kml_51,"-23.502245,-46.623808"
710000621,Terminal Santana,Term. Santana Ref.: R Ezequiel Freire/ Av Cruzeiro Do Sul,-23.502447,-46.623816,onibus,municipal,existente,São Paulo,kml_51,"-23.502447,-46.623816"
710000622,Terminal Santana,Term. Santana Ref.: R Ezequiel Freire/ Av Cruzeiro Do Sul,-23.50273,-46.623824,onibus,municipal,existente,São Paulo,kml_51,"-23.502730,-46.623824"
710000623,Terminal Santana,Term. Santana Ref.: R Ezequiel Freire/ Av Cruzeiro Do Sul,-23.502895,-46.623836,onibus,municipal,existente,São Paulo,kml_51,"-23.502895,-46.623836"
710000624,Terminal Santana,Term. Santana Ref.: R Ezequiel Freire/ Av Cruzeiro Do Sul,-23.502111,-46.623979,onibus,municipal,existente,São Paulo,kml_51,"-23.502111,-46.623979"
710000625,Terminal Santana,Term. Santana Ref.: R Ezequiel Freire/ Av Cruzeiro Do Sul,-23.502227,-46.623988,onibus,municipal,existente,São Paulo,kml_51,"-23.502227,-46.623988"
710000626,Terminal Santana,Term. Santana Ref.: R Ezequiel Freire/ Av Cruzeiro Do Sul,-23.502441,-46.623992,onibus,municipal,existente,São Paulo,kml_51,"-23.502441,-46.623992"
710000627,Terminal Santana,Term. Santana Ref.: R Ezequiel Freire/ Av Cruzeiro Do Sul,-23.50272,-46.624004,onibus,municipal,existente,São Paulo,kml_51,"-23.502720,-46.624004"
710000628,"Terminal Santana, 0",Term. Santana Ref.: R Ezequiel Freire/ Av Cruzeiro Do Sul,-23.502885,-46.624019,onibus,municipal,existente,São Paulo,kml_51,"-23.502885,-46.624019"
710000629,"Terminal Santana, 0",Term. Santana Ref.: R Ezequiel Freire/ Av Cruzeiro Do Sul,-23.502877,-46.624212,onibus,municipal,existente,São Paulo,kml_51,"-23.502877,-46.624212"
710000630,"Terminal Santana, 0",Term. Santana Ref.: R Ezequiel Freire/ Av Cruzeiro Do Sul,-23.502699,-46.624211,onibus,municipal,existente,São Paulo,kml_51,"-23.502699,-46.624211"
710000631,"Terminal Santana, 0",Term. Santana Ref.: R Ezequiel Freire/ Av Cruzeiro Do Sul,-23.502431,-46.624197,onibus,municipal,existente,São Paulo,kml_51,"-23.502431,-46.624197"
710000632,Terminal Santana,Term. Santana Ref.: R Ezequiel Freire/ Av Cruzeiro Do Sul,-23.502209,-46.624176,onibus,municipal,existente,São Paulo,kml_51,"-23.502209,-46.624176"
710000633,Terminal Santana,Term. Santana Ref.: R Ezequiel Freire/ Av Cruzeiro Do Sul -- Term. Metrô Santana,-23.502101,-46.624172,onibus,municipal,existente,São Paulo,kml_51,"-23.502101,-46.624172"
720010531,"Terminal Sto. Amaro, 1","Term. Sto. Amaro, 1 Ref.: Tsa - Plat. 1 - Pmd 1 (tp 6500-10 / Tp N701-11)",-23.654412,-46.712106,onibus,municipal,existente,São Paulo,kml_74,"-23.654412,-46.712106"
720010532,"Terminal Sto. Amaro, 1","Term. Sto. Amaro, 1 Ref.: Tsa - Plat. 1 - Pmd 2 (5111-10)",-23.654372,-46.711808,onibus,municipal,existente,São Paulo,kml_74,"-23.654372,-46.711808"
720010534,"Terminal Sto. Amaro, 1","Term. Sto. Amaro, 1 Ref.: Tsa - Plat. 1 - Pmd 3 (807a-10)",-23.654313,-46.711398,onibus,municipal,existente,São Paulo,kml_74,"-23.654313,-46.711398"
720010535,"Terminal Sto. Amaro, 1","Term. Sto. Amaro, 1 Ref.: Tsa - Plat. 1 - Pmd 4 (6001-10)",-23.654288,-46.71119,onibus,municipal,existente,São Paulo,kml_74,"-23.654288,-46.711190"
720010537,"Terminal Sto. Amaro, 1","Term. Sto. Amaro, 1 Ref.: Tsa - Plat. 1 - Pmd 5 (476a-10)",-23.654251,-46.710849,onibus,municipal,existente,São Paulo,kml_74,"-23.654251,-46.710849"
720010538,"Terminal Sto. Amaro, 1","Term. Sto. Amaro, 1 Ref.: Tsa - Plat. 1 - Pmd 6 (ts 627m-10 / Ts 695h-10)",-23.654244,-46.710729,onibus,municipal,existente,São Paulo,kml_74,"-23.654244,-46.710729"
720010539,"Terminal Sto. Amaro, 1","Term. Sto. Amaro, 1 Ref.: Tsa - Plat. 1 - Pmd 7 (546l-10 E N634-11)",-23.654243,-46.710607,onibus,municipal,existente,São Paulo,kml_74,"-23.654243,-46.710607"
720010541,"Terminal Sto. Amaro, 1","Term. Sto. Amaro, 1 Ref.: Tsa - Plat. 1 - Pmd 8 (576c-10)",-23.654234,-46.710368,onibus,municipal,existente,São Paulo,kml_74,"-23.654234,-46.710368"
720010542,"Terminal Sto. Amaro, 2","Term. Sto. Amaro, 2 Ref.: Tsa - Plat. 2 - Pmd 15 (6970-10 E N632-11)",-23.654239,-46.711556,onibus,municipal,existente,São Paulo,kml_74,"-23.654239,-46.711556"
720010545,"Terminal Sto. Amaro, 2","Term. Sto. Amaro, 2 Ref.: Tsa - Plat. 2 - Pmd 16 (6960-10, N602 E N631)",-23.654313,-46.712133,onibus,municipal,existente,São Paulo,kml_74,"-23.654313,-46.712133"
720010547,"Terminal Sto. Amaro, 2","Term. Sto. Amaro, 2 Ref.: Tsa - Plat. 2 - Pmd 18 (6200-10)",-23.654267,-46.712021,onibus,municipal,existente,São Paulo,kml_74,"-23.654267,-46.712021"
720010548,"Terminal Sto. Amaro, 2","Term. Sto. Amaro, 2 Ref.: Tsa - Plat. 2 - Pmd 19 (5300-10 E N702-11)",-23.654207,-46.711742,onibus,municipal,existente,São Paulo,kml_74,"-23.654207,-46.711742"
720010549,"Terminal Sto. Amaro, 2","Term. Sto. Amaro, 2 Ref.: Tsa - Plat. 2 - Pmd 20 - (tp 7550-10 / Ts N731-11)",-23.654182,-46.711514,onibus,municipal,existente,São Paulo,kml_74,"-23.654182,-46.711514"
720010550,"Terminal Sto. Amaro, 2","Term. Sto. Amaro, 2 Ref.: Tsa - Plat. 2 - Pmd 21 (637p-10)",-23.654161,-46.711348,onibus,municipal,existente,São Paulo,kml_74,"-23.654161,-46.711348"
720010551,"Terminal Sto. Amaro, 2","Term. Sto. Amaro, 2 Ref.: Tsa - Plat. 2 - Pmd 22 (tp 675n-10 / N704-11)",-23.654141,-46.711161,onibus,municipal,existente,São Paulo,kml_74,"-23.654141,-46.711161"
720010553,"Terminal Sto. Amaro, 2","Term. Sto. Amaro, 2 Ref.: Tsa - Plat. 2 - Pmd 23 (637v-10e N640-11)",-23.654118,-46.710901,onibus,municipal,existente,São Paulo,kml_74,"-23.654118,-46.710901"
720010554,"Terminal Sto. Amaro, 2","Term. Sto. Amaro, 2 Ref.: Tsa - Plat. 2 - Pmd 24 (6026-10)",-23.654117,-46.710793,onibus,municipal,existente,São Paulo,kml_74,"-23.654117,-46.710793"
720010555,"Terminal Sto. Amaro, 2","Term. Sto. Amaro, 2 Ref.: Tsa - Plat. 2 - Pmd 25 (546t-10)",-23.654113,-46.710668,onibus,municipal,existente,São Paulo,kml_74,"-23.654113,-46.710668"
720010556,"Terminal Sto. Amaro, 2","Term. Sto. Amaro, 2 Ref.: Tsa - Plat. 2 - Pmd 26 (527r-10)",-23.65411,-46.710562,onibus,municipal,existente,São Paulo,kml_74,"-23.654110,-46.710562"
720010557,"Terminal Sto. Amaro, 2","Term. Sto. Amaro, 2 Ref.: Tsa - Plat. 2 - Pmd 27 (6028-10)",-23.65411,-46.710438,onibus,municipal,existente,São Paulo,kml_74,"-23.654110,-46.710438"
720010558,"Terminal Sto. Amaro, 2","Term. Sto. Amaro, 2 Ref.: Tsa - Plat. 2 - Pmd 28 (6258-10)",-23.654108,-46.710311,onibus,municipal,existente,São Paulo,kml_74,"-23.654108,-46.710311"
720010559,"Terminal Sto. Amaro, 2","Term. Sto. Amaro, 2 Ref.: Tsa - Plat. 2 - Pmd 29 (6044-10)",-23.654108,-46.710201,onibus,municipal,existente,São Paulo,kml_74,"-23.654108,-46.710201"
720010561,"Terminal Sto. Amaro, 2","Term. Sto. Amaro, 2 Ref.: Tsa - Plat. 2 - Pmd 30 (6043-10)",-23.654113,-46.710024,onibus,municipal,existente,São Paulo,kml_74,"-23.654113,-46.710024"
720010607,"Terminal Sto. Amaro, 3","Term. Sto. Amaro, 3 Ref.: Tsa - Plat. 3 - Pmd 39 (737a-10 E N703-11)",-23.654123,-46.712043,onibus,municipal,existente,São Paulo,kml_74,"-23.654123,-46.712043"
720010608,"Terminal Sto. Amaro, 3","Term. Sto. Amaro, 3 Ref.: Tsa - Plat. 3 - Pmd 38 (637r-10)",-23.654091,-46.711798,onibus,municipal,existente,São Paulo,kml_74,"-23.654091,-46.711798"
720010609,"Terminal Sto. Amaro, 3","Term. Sto. Amaro, 3 Ref.: Tsa - Plat. 3 - Pmd 37 (7016-10)",-23.65406,-46.711581,onibus,municipal,existente,São Paulo,kml_74,"-23.654060,-46.711581"
720010610,"Terminal Sto. Amaro, 3","Term. Sto. Amaro, 3 Ref.: Tsa - Plat. 3 - Pmd 36 (7023-10)",-23.65404,-46.711385,onibus,municipal,existente,São Paulo,kml_74,"-23.654040,-46.711385"
720010611,"Terminal Sto. Amaro, 3","Term. Sto. Amaro, 3 Ref.: Tsa - Plat. 3 - Pmd 35 (6013-10)",-23.654015,-46.711192,onibus,municipal,existente,São Paulo,kml_74,"-23.654015,-46.711192"
720010613,"Terminal Sto. Amaro, 3","Term. Sto. Amaro, 3 Ref.: Tsa - Plat. 3 - Pmd 34 (6007-10)",-23.653998,-46.711021,onibus,municipal,existente,São Paulo,kml_74,"-23.653998,-46.711021"
720010614,"Terminal Sto. Amaro, 3","Term. Sto. Amaro, 3 Ref.: Tsa - Plat. 3 - Pmd 33 (675l-10)",-23.654009,-46.710747,onibus,municipal,existente,São Paulo,kml_74,"-23.654009,-46.710747"
720010616,"Terminal Sto. Amaro, 3","Term. Sto. Amaro, 3 Ref.: Tsa - Plat. 3 - Pmd 32 (ts 7022-10 / Tp N705-11)",-23.654021,-46.71047,onibus,municipal,existente,São Paulo,kml_74,"-23.654021,-46.710470"
720010617,"Terminal Sto. Amaro, 3","Term. Sto. Amaro, 3 Ref.: Tsa - Plat. 3 - Pmd 31 (6014-10)",-23.654029,-46.710324,onibus,municipal,existente,São Paulo,kml_74,"-23.654029,-46.710324"
720010618,"Terminal Sto. Amaro, 4","Term. Sto. Amaro, 4 Ref.: Tsa - Plat. 4 - Pmd 40 (6076-10 E 6076-41)",-23.654049,-46.712076,onibus,municipal,existente,São Paulo,kml_74,"-23.654049,-46.712076"
720010620,"Terminal Sto. Amaro, 4","Term. Sto. Amaro, 4 Ref.: Tsa - Plat. 4 - Pmd 45 (6071-10)",-23.653984,-46.711591,onibus,municipal,existente,São Paulo,kml_74,"-23.653984,-46.711591"
720010621,"Terminal Sto. Amaro, 4","Term. Sto. Amaro, 4 Ref.: Tsa - Plat. 4 - Pmd 46 (6030-10)",-23.653956,-46.711371,onibus,municipal,existente,São Paulo,kml_74,"-23.653956,-46.711371"
720010623,"Terminal Sto. Amaro, 4","Term. Sto. Amaro, 4 Ref.: Tsa - Plat. 4 - Pmd 47 (6062-51)",-23.653924,-46.711065,onibus,municipal,existente,São Paulo,kml_74,"-23.653924,-46.711065"
750006763,Terminal S. Mateus - Plat. A,Term. S. Mateus - Plat. A Ref.: Av Sapopemba/ Pc Felisberto Fernandes Da Silva,-23.613644,-46.476675,onibus,municipal,existente,São Paulo,kml_54,"-23.613644,-46.476675"
750006764,Terminal S. Mateus - Plat. A,Term. S. Mateus - Plat. A Ref.: Av Sapopemba/ Pc Felisberto Fernandes Da Silva,-23.613544,-46.476653,onibus,municipal,existente,São Paulo,kml_54,"-23.613544,-46.476653"
750006765,Terminal S. Mateus - Plat. A,Term. S. Mateus - Plat. A Ref.: Av Sapopemba/ Pc Felisberto Fernandes Da Silva,-23.613443,-46.476616,onibus,municipal,existente,São Paulo,kml_54,"-23.613443,-46.476616"
750006766,Terminal S. Mateus - Plat. A,Term. S. Mateus - Plat. A Ref.: Av Sapopemba/ Pc Felisberto Fernandes Da Silva,-23.613335,-46.476583,onibus,municipal,existente,São Paulo,kml_54,"-23.613335,-46.476583"
750006767,Terminal S. Mateus - Plat. A,Term. S. Mateus - Plat. A Ref.: Av Sapopemba/ Pc Felisberto Fernandes Da Silva,-23.613231,-46.476546,onibus,municipal,existente,São Paulo,kml_54,"-23.613231,-46.476546"
750006768,Terminal S. Mateus - Plat. A,Ref.: Av Sapopemba/ Pc Felisberto Fernandes Da Silva,-23.613114,-46.476518,onibus,municipal,existente,São Paulo,kml_54,"-23.613114,-46.476518"
750006769,Terminal S. Mateus - Plat. A,Ref.: Av Sapopemba/ Pc Felisberto Fernandes Da Silva,-23.612987,-46.476484,onibus,municipal,existente,São Paulo,kml_54,"-23.612987,-46.476484"
750006771,Terminal S. Mateus - Plat. A,Term. S. Mateus - Plat. A Ref.: Av Sapopemba/ Pc Felisberto Fernandes Da Silva,-23.612651,-46.476395,onibus,municipal,existente,São Paulo,kml_54,"-23.612651,-46.476395"
750006772,Terminal S. Mateus - Plat. A,Ref.: Av Sapopemba/ Pc Felisberto Fernandes Da Silva,-23.612541,-46.476368,onibus,municipal,existente,São Paulo,kml_54,"-23.612541,-46.476368"
750006773,Terminal S. Mateus - Plat. B,Term. S. Mateus - Plat. B Ref.: Av Sapopemba/ Pc Felisberto Fernandes Da Silva,-23.612588,-46.476223,onibus,municipal,existente,São Paulo,kml_54,"-23.612588,-46.476223"
750006774,Terminal S. Mateus - Plat. B,Term. S. Mateus - Plat. B Ref.: Av Sapopemba/ Pc Felisberto Fernandes Da Silva,-23.612759,-46.476282,onibus,municipal,existente,São Paulo,kml_54,"-23.612759,-46.476282"
750006775,Terminal S. Mateus - Plat. B,Term. S. Mateus - Plat. B Ref.: Av Sapopemba/ Pc Felisberto Fernandes Da Silva,-23.61288,-46.476322,onibus,municipal,existente,São Paulo,kml_54,"-23.612880,-46.476322"
750006776,Terminal S. Mateus - Plat. B,Term. S. Mateus - Plat. B Ref.: Av Sapopemba/ Pc Felisberto Fernandes Da Silva,-23.613025,-46.476348,onibus,municipal,existente,São Paulo,kml_54,"-23.613025,-46.476348"
750006777,Terminal S. Mateus - Plat. B,Term. S. Mateus - Plat. B Ref.: Av Sapopemba/ Pc Felisberto Fernandes Da Silva,-23.613166,-46.476383,onibus,municipal,existente,São Paulo,kml_54,"-23.613166,-46.476383"
750006778,Terminal S. Mateus - Plat. B,Term. S. Mateus - Plat. B Ref.: Av Sapopemba/ Pc Felisberto Fernandes Da Silva,-23.613301,-46.476426,onibus,municipal,existente,São Paulo,kml_54,"-23.613301,-46.476426"
750006779,Terminal S. Mateus - Plat. B,Term. S. Mateus - Plat. B Ref.: Av Sapopemba/ Pc Felisberto Fernandes Da Silva,-23.613425,-46.476464,onibus,municipal,existente,São Paulo,kml_54,"-23.613425,-46.476464"
750006782,Terminal S. Mateus - Plat. B,Term. S. Mateus - Plat. B Ref.: Av Sapopemba/ Pc Felisberto Fernandes Da Silva,-23.61356,-46.476498,onibus,municipal,existente,São Paulo,kml_54,"-23.613560,-46.476498"
750006783,Terminal S. Mateus - Plat. C,Term. S. Mateus - Plat. C Ref.: Av Sapopemba/ Pc Felisberto Fernandes Da Silva,-23.6141,-46.476523,onibus,municipal,existente,São Paulo,kml_54,"-23.614100,-46.476523"
750006786,Terminal S. Mateus - Plat. C,Ref.: Av Sapopemba/ Pc Felisberto Fernandes Da Silva,-23.613966,-46.476486,onibus,municipal,existente,São Paulo,kml_54,"-23.613966,-46.476486"
750006788,Terminal S. Mateus - Plat. D,Term. S. Mateus - Plat. D Ref.: Av Sapopemba/ Pc Felisberto Fernandes Da Silva,-23.613206,-46.476113,onibus,municipal,existente,São Paulo,kml_54,"-23.613206,-46.476113"
750006789,Terminal S. Mateus - Plat. C,Term. S. Mateus - Plat. C Ref.: Av Sapopemba/ Pc Felisberto Fernandes Da Silva,-23.613548,-46.476359,onibus,municipal,existente,São Paulo,kml_54,"-23.613548,-46.476359"
750006792,Terminal S. Mateus - Plat. C,Term. S. Mateus - Plat. C Ref.: Av Sapopemba/ Pc Felisberto Fernandes Da Silva,-23.61325,-46.476285,onibus,municipal,existente,São Paulo,kml_54,"-23.613250,-46.476285"
770006791,Terminal S. Mateus - Plat. C,Ref.: Av Sapopemba/ Pc Felisberto Fernandes Da Silva,-23.613122,-46.476266,onibus,municipal,existente,São Paulo,kml_54,"-23.613122,-46.476266"
780006742,"Terminal Sapopemba, 7010","Term. Sapopemba, 7010 Ref.: Av Arquiteto Vilanova Artigas/ R Joao Lopes De Lima",-23.614232,-46.501177,onibus,municipal,existente,São Paulo,kml_43,"-23.614232,-46.501177"
780006744,"Terminal Sapopemba, 7010","Term. Sapopemba, 7010 Ref.: Av Arquiteto Vilanova Artigas/ R Joao Lopes De Lima",-23.614191,-46.500792,onibus,municipal,existente,São Paulo,kml_43,"-23.614191,-46.500792"
780006745,"Terminal Sapopemba, 7010",Ref.: Av Arquiteto Vilanova Artigas/ R Joao Lopes De Lima,-23.61416,-46.500528,onibus,municipal,existente,São Paulo,kml_43,"-23.614160,-46.500528"
780006746,"Terminal Sapopemba, 7010","Term. Sapopemba, 7010 Ref.: Av Arquiteto Vilanova Artigas/ R Joao Lopes De Lima",-23.614111,-46.501237,onibus,municipal,existente,São Paulo,kml_43,"-23.614111,-46.501237"
780006747,"Terminal Sapopemba, 7010","Term. Sapopemba, 7010 Ref.: Av Arquiteto Vilanova Artigas/ R Joao Lopes De Lima",-23.614089,-46.50105,onibus,municipal,existente,São Paulo,kml_43,"-23.614089,-46.501050"
780006748,"Terminal Sapopemba, 7010","Term. Sapopemba, 7010 Ref.: Av Arquiteto Vilanova Artigas/ R Joao Lopes De Lima",-23.614068,-46.500835,onibus,municipal,existente,São Paulo,kml_43,"-23.614068,-46.500835"
780006749,"Terminal Sapopemba, 7010","Term. Sapopemba, 7010 Ref.: Av Arquiteto Vilanova Artigas/ R Joao Lopes De Lima",-23.614048,-46.500623,onibus,municipal,existente,São Paulo,kml_43,"-23.614048,-46.500623"
780006750,"Terminal Sapopemba, 7010","Term. Sapopemba, 7010 Ref.: Av Arquiteto Vilanova Artigas/ R Joao Lopes De Lima",-23.613995,-46.501168,onibus,municipal,existente,São Paulo,kml_43,"-23.613995,-46.501168"
780006751,"Terminal Sapopemba, 7010","Term. Sapopemba, 7010 Ref.: Av Arquiteto Vilanova Artigas/ R Joao Lopes De Lima",-23.613952,-46.500781,onibus,municipal,existente,São Paulo,kml_43,"-23.613952,-46.500781"
780006752,"Terminal Sapopemba, 7010","Term. Sapopemba, 7010 Ref.: Av Arquiteto Vilanova Artigas/ R Joao Lopes De Lima",-23.613942,-46.500669,onibus,municipal,existente,São Paulo,kml_43,"-23.613942,-46.500669"
780006754,"Terminal Sapopemba, 7010","Term. Sapopemba, 7010 Ref.: R Maria Rosa De Souza/ Av Arquiteto Vilanova Artigas",-23.613907,-46.500763,onibus,municipal,existente,São Paulo,kml_43,"-23.613907,-46.500763"
800015919,Terminal Mercado,Term. Mercado Ref.: Vdto Antonio Nakashima/ Vdto Diario Popular,-23.547189,-46.62874,onibus,municipal,existente,São Paulo,kml_94,"-23.547189,-46.628740"
800015920,Terminal Mercado,Term. Mercado Ref.: Vdto Antonio Nakashima/ Vdto Diario Popular,-23.547367,-46.628762,onibus,municipal,existente,São Paulo,kml_94,"-23.547367,-46.628762"
800016488,Terminal Parque Dom Pedro II - Plat 01,Term. Parque Dom Pedro II - Plat 01 Ref.: Plataforma 1 - Pmv 01,-23.547976,-46.629824,onibus,municipal,existente,São Paulo,kml_94,"-23.547976,-46.629824"
800016490,Terminal Parque Dom Pedro II - Plat 01,Term. Parque Dom Pedro II - Plat 01 Ref.: Plataforma 01 - (pmv - 03).,-23.547502,-46.630142,onibus,municipal,existente,São Paulo,kml_94,"-23.547502,-46.630142"
800016491,Terminal Parque Dom Pedro II - Plat 01,Term. Parque Dom Pedro II - Plat 01 Ref.: Plataforma 01 - (pmv - 04).,-23.547309,-46.63028,onibus,municipal,existente,São Paulo,kml_94,"-23.547309,-46.630280"
